Container_ID,Name,CPU_percentage,Mem_usage,/,Mem_Limit,Mem_percentage,Net_I,/,Net_O,Block_I,/,Block_O,PIDS,Time_stamp
44b46bdded1c,algorand-sandbox-postgres,0.14%,19.97MiB,/,7.668GiB,0.25%,15.7kB,/,8.75kB,0B,/,217kB,9,1686369143.15669
f131167c3e64,algorand-sandbox-indexer,0.50%,47.18MiB,/,7.668GiB,0.60%,27.6kB,/,30.8kB,0B,/,0B,10,1686369145.17033
79c12d1fee8d,algorand-sandbox-algod,98.22%,169.8MiB,/,7.668GiB,2.16%,258kB,/,389kB,0B,/,164kB,26,1686369145.17033
44b46bdded1c,algorand-sandbox-postgres,0.40%,19.98MiB,/,7.668GiB,0.25%,27.9kB,/,14.2kB,0B,/,217kB,9,1686369145.17033
f131167c3e64,algorand-sandbox-indexer,0.00%,47.17MiB,/,7.668GiB,0.60%,27.6kB,/,30.8kB,0B,/,0B,10,1686369147.181995
79c12d1fee8d,algorand-sandbox-algod,91.53%,174.9MiB,/,7.668GiB,2.23%,529kB,/,806kB,0B,/,164kB,26,1686369147.181995
44b46bdded1c,algorand-sandbox-postgres,0.05%,19.97MiB,/,7.668GiB,0.25%,27.9kB,/,14.2kB,0B,/,217kB,9,1686369147.181995
f131167c3e64,algorand-sandbox-indexer,0.81%,48.5MiB,/,7.668GiB,0.62%,42.6kB,/,59.9kB,0B,/,0B,10,1686369149.194402
79c12d1fee8d,algorand-sandbox-algod,101.57%,175.8MiB,/,7.668GiB,2.24%,808kB,/,1.25MB,0B,/,164kB,26,1686369149.194402
44b46bdded1c,algorand-sandbox-postgres,0.57%,20.24MiB,/,7.668GiB,0.26%,56.2kB,/,19.3kB,0B,/,217kB,9,1686369149.194402
f131167c3e64,algorand-sandbox-indexer,0.00%,48.5MiB,/,7.668GiB,0.62%,42.6kB,/,59.9kB,0B,/,0B,10,1686369151.20512
79c12d1fee8d,algorand-sandbox-algod,94.08%,175.9MiB,/,7.668GiB,2.24%,1.07MB,/,1.65MB,0B,/,164kB,26,1686369151.20512
44b46bdded1c,algorand-sandbox-postgres,0.03%,20.24MiB,/,7.668GiB,0.26%,56.2kB,/,19.3kB,0B,/,217kB,9,1686369151.20512
f131167c3e64,algorand-sandbox-indexer,0.00%,49.62MiB,/,7.668GiB,0.63%,56.3kB,/,85.9kB,0B,/,0B,10,1686369153.220303
79c12d1fee8d,algorand-sandbox-algod,95.59%,181.4MiB,/,7.668GiB,2.31%,1.33MB,/,2.07MB,0B,/,164kB,26,1686369153.220303
44b46bdded1c,algorand-sandbox-postgres,0.15%,20.32MiB,/,7.668GiB,0.26%,81.8kB,/,24.3kB,0B,/,217kB,9,1686369153.220303
f131167c3e64,algorand-sandbox-indexer,0.00%,49.62MiB,/,7.668GiB,0.63%,56.3kB,/,85.9kB,0B,/,0B,10,1686369155.228545
79c12d1fee8d,algorand-sandbox-algod,94.04%,181.6MiB,/,7.668GiB,2.31%,1.59MB,/,2.47MB,0B,/,164kB,26,1686369155.228545
44b46bdded1c,algorand-sandbox-postgres,0.06%,20.32MiB,/,7.668GiB,0.26%,81.8kB,/,24.3kB,0B,/,217kB,9,1686369155.228545
f131167c3e64,algorand-sandbox-indexer,0.00%,50.79MiB,/,7.668GiB,0.65%,70.2kB,/,114kB,0B,/,77.8kB,10,1686369157.242934
79c12d1fee8d,algorand-sandbox-algod,56.44%,182MiB,/,7.668GiB,2.32%,1.77MB,/,2.76MB,0B,/,197kB,26,1686369157.242934
44b46bdded1c,algorand-sandbox-postgres,0.04%,20.34MiB,/,7.668GiB,0.26%,109kB,/,29.3kB,0B,/,217kB,9,1686369157.242934
f131167c3e64,algorand-sandbox-indexer,0.63%,51.91MiB,/,7.668GiB,0.66%,84.1kB,/,140kB,0B,/,77.8kB,10,1686369159.262717
79c12d1fee8d,algorand-sandbox-algod,59.57%,182.2MiB,/,7.668GiB,2.32%,1.9MB,/,2.98MB,0B,/,254kB,26,1686369159.262717
44b46bdded1c,algorand-sandbox-postgres,0.47%,20.37MiB,/,7.668GiB,0.26%,134kB,/,34.4kB,0B,/,217kB,9,1686369159.262717
f131167c3e64,algorand-sandbox-indexer,0.00%,51.91MiB,/,7.668GiB,0.66%,84.1kB,/,140kB,0B,/,77.8kB,10,1686369161.28718
79c12d1fee8d,algorand-sandbox-algod,32.80%,182.2MiB,/,7.668GiB,2.32%,1.93MB,/,3.03MB,0B,/,254kB,26,1686369161.28718
44b46bdded1c,algorand-sandbox-postgres,0.09%,20.37MiB,/,7.668GiB,0.26%,134kB,/,34.4kB,0B,/,217kB,9,1686369161.28718
f131167c3e64,algorand-sandbox-indexer,0.57%,52.29MiB,/,7.668GiB,0.67%,93.6kB,/,157kB,0B,/,143kB,10,1686369163.291102
79c12d1fee8d,algorand-sandbox-algod,29.71%,182.2MiB,/,7.668GiB,2.32%,1.95MB,/,3.06MB,0B,/,303kB,26,1686369163.291102
44b46bdded1c,algorand-sandbox-postgres,0.44%,20.36MiB,/,7.668GiB,0.26%,151kB,/,39.4kB,0B,/,217kB,9,1686369163.291102
f131167c3e64,algorand-sandbox-indexer,0.45%,44.01MiB,/,7.668GiB,0.56%,16.9kB,/,15.4kB,0B,/,0B,10,1686369168.350894
79c12d1fee8d,algorand-sandbox-algod,32.46%,71.5MiB,/,7.668GiB,0.91%,3.27kB,/,8.23kB,0B,/,164kB,22,1686369168.350894
44b46bdded1c,algorand-sandbox-postgres,0.83%,20.14MiB,/,7.668GiB,0.26%,12kB,/,5.6kB,0B,/,32.8kB,9,1686369168.350894
f131167c3e64,algorand-sandbox-indexer,0.00%,44.09MiB,/,7.668GiB,0.56%,18.3kB,/,17.1kB,0B,/,0B,10,1686369170.373775
79c12d1fee8d,algorand-sandbox-algod,50.26%,170.4MiB,/,7.668GiB,2.17%,49.8kB,/,71.9kB,0B,/,164kB,22,1686369170.373775
44b46bdded1c,algorand-sandbox-postgres,0.15%,19.95MiB,/,7.668GiB,0.25%,14.9kB,/,8.55kB,0B,/,213kB,9,1686369170.373775
f131167c3e64,algorand-sandbox-indexer,0.48%,44.26MiB,/,7.668GiB,0.56%,27.5kB,/,31.3kB,0B,/,0B,10,1686369172.389769
79c12d1fee8d,algorand-sandbox-algod,109.01%,179MiB,/,7.668GiB,2.28%,299kB,/,451kB,0B,/,164kB,23,1686369172.389769
44b46bdded1c,algorand-sandbox-postgres,0.38%,19.96MiB,/,7.668GiB,0.25%,28.4kB,/,14kB,0B,/,213kB,9,1686369172.389769
f131167c3e64,algorand-sandbox-indexer,0.00%,44.26MiB,/,7.668GiB,0.56%,27.5kB,/,31.3kB,0B,/,0B,10,1686369174.402287
79c12d1fee8d,algorand-sandbox-algod,96.49%,179.4MiB,/,7.668GiB,2.29%,544kB,/,830kB,0B,/,164kB,23,1686369174.402287
44b46bdded1c,algorand-sandbox-postgres,0.04%,19.95MiB,/,7.668GiB,0.25%,28.4kB,/,14kB,0B,/,213kB,9,1686369174.402287
f131167c3e64,algorand-sandbox-indexer,0.00%,45.62MiB,/,7.668GiB,0.58%,42.2kB,/,59.3kB,0B,/,20.5kB,10,1686369176.4132202
79c12d1fee8d,algorand-sandbox-algod,94.72%,180MiB,/,7.668GiB,2.29%,793kB,/,1.23MB,0B,/,184kB,23,1686369176.4132202
44b46bdded1c,algorand-sandbox-postgres,0.02%,20.2MiB,/,7.668GiB,0.26%,55.8kB,/,19.1kB,0B,/,213kB,9,1686369176.4132202
f131167c3e64,algorand-sandbox-indexer,0.00%,45.62MiB,/,7.668GiB,0.58%,42.2kB,/,59.3kB,0B,/,20.5kB,10,1686369178.427051
79c12d1fee8d,algorand-sandbox-algod,99.96%,180.5MiB,/,7.668GiB,2.30%,1.03MB,/,1.6MB,0B,/,184kB,23,1686369178.427051
44b46bdded1c,algorand-sandbox-postgres,0.02%,20.2MiB,/,7.668GiB,0.26%,55.8kB,/,19.1kB,0B,/,213kB,9,1686369178.427051
f131167c3e64,algorand-sandbox-indexer,0.00%,46.89MiB,/,7.668GiB,0.60%,55.7kB,/,85.9kB,0B,/,41kB,10,1686369180.4368472
79c12d1fee8d,algorand-sandbox-algod,95.30%,181MiB,/,7.668GiB,2.31%,1.28MB,/,1.99MB,0B,/,205kB,23,1686369180.4368472
44b46bdded1c,algorand-sandbox-postgres,0.15%,20.26MiB,/,7.668GiB,0.26%,81.9kB,/,24.1kB,0B,/,213kB,9,1686369180.4368472
f131167c3e64,algorand-sandbox-indexer,0.62%,48.05MiB,/,7.668GiB,0.61%,69.4kB,/,112kB,0B,/,61.4kB,10,1686369182.447476
79c12d1fee8d,algorand-sandbox-algod,108.18%,181.2MiB,/,7.668GiB,2.31%,1.53MB,/,2.38MB,0B,/,258kB,23,1686369182.447476
44b46bdded1c,algorand-sandbox-postgres,0.44%,20.3MiB,/,7.668GiB,0.26%,108kB,/,29.1kB,0B,/,213kB,9,1686369182.447476
f131167c3e64,algorand-sandbox-indexer,0.00%,48.05MiB,/,7.668GiB,0.61%,69.4kB,/,112kB,0B,/,61.4kB,10,1686369184.463876
79c12d1fee8d,algorand-sandbox-algod,63.62%,185.2MiB,/,7.668GiB,2.36%,1.69MB,/,2.64MB,0B,/,258kB,23,1686369184.463876
44b46bdded1c,algorand-sandbox-postgres,0.06%,20.3MiB,/,7.668GiB,0.26%,108kB,/,29.1kB,0B,/,213kB,9,1686369184.463876
f131167c3e64,algorand-sandbox-indexer,5.72%,49.57MiB,/,7.668GiB,0.63%,83kB,/,138kB,0B,/,81.9kB,10,1686369186.4725099
79c12d1fee8d,algorand-sandbox-algod,52.20%,187MiB,/,7.668GiB,2.38%,1.81MB,/,2.84MB,0B,/,336kB,23,1686369186.4725099
44b46bdded1c,algorand-sandbox-postgres,0.46%,20.32MiB,/,7.668GiB,0.26%,133kB,/,34.2kB,0B,/,213kB,9,1686369186.4725099
f131167c3e64,algorand-sandbox-indexer,0.00%,49.57MiB,/,7.668GiB,0.63%,83kB,/,138kB,0B,/,81.9kB,10,1686369188.488978
79c12d1fee8d,algorand-sandbox-algod,40.38%,187MiB,/,7.668GiB,2.38%,1.87MB,/,2.94MB,0B,/,336kB,23,1686369188.488978
44b46bdded1c,algorand-sandbox-postgres,0.07%,20.32MiB,/,7.668GiB,0.26%,133kB,/,34.2kB,0B,/,213kB,9,1686369188.488978
f131167c3e64,algorand-sandbox-indexer,0.10%,43.61MiB,/,7.668GiB,0.56%,8.58kB,/,4.5kB,0B,/,0B,10,1686369195.1532679
79c12d1fee8d,algorand-sandbox-algod,19.45%,70.27MiB,/,7.668GiB,0.89%,2.67kB,/,4.46kB,0B,/,233kB,20,1686369195.1532679
44b46bdded1c,algorand-sandbox-postgres,0.18%,18.23MiB,/,7.668GiB,0.23%,2.84kB,/,2.63kB,0B,/,28.7kB,8,1686369195.1532679
f131167c3e64,algorand-sandbox-indexer,0.00%,44.07MiB,/,7.668GiB,0.56%,18.5kB,/,17.9kB,0B,/,0B,10,1686369197.156091
79c12d1fee8d,algorand-sandbox-algod,46.95%,153.7MiB,/,7.668GiB,1.96%,46.4kB,/,66.8kB,0B,/,233kB,23,1686369197.156091
44b46bdded1c,algorand-sandbox-postgres,0.09%,19.88MiB,/,7.668GiB,0.25%,15.6kB,/,8.81kB,0B,/,217kB,9,1686369197.156091
f131167c3e64,algorand-sandbox-indexer,0.42%,44.17MiB,/,7.668GiB,0.56%,27.7kB,/,32.1kB,0B,/,0B,10,1686369199.1708941
79c12d1fee8d,algorand-sandbox-algod,110.93%,174.8MiB,/,7.668GiB,2.23%,267kB,/,403kB,0B,/,295kB,23,1686369199.1708941
44b46bdded1c,algorand-sandbox-postgres,0.36%,19.88MiB,/,7.668GiB,0.25%,29.2kB,/,14.2kB,0B,/,217kB,9,1686369199.1708941
f131167c3e64,algorand-sandbox-indexer,0.00%,44.17MiB,/,7.668GiB,0.56%,27.7kB,/,32.1kB,0B,/,0B,10,1686369201.1817658
79c12d1fee8d,algorand-sandbox-algod,101.21%,175.9MiB,/,7.668GiB,2.24%,493kB,/,750kB,0B,/,295kB,23,1686369201.1817658
44b46bdded1c,algorand-sandbox-postgres,0.04%,19.88MiB,/,7.668GiB,0.25%,29.2kB,/,14.2kB,0B,/,217kB,9,1686369201.1817658
f131167c3e64,algorand-sandbox-indexer,0.00%,45.6MiB,/,7.668GiB,0.58%,42.3kB,/,61.1kB,0B,/,81.9kB,10,1686369203.199998
79c12d1fee8d,algorand-sandbox-algod,102.53%,180.6MiB,/,7.668GiB,2.30%,717kB,/,1.11MB,0B,/,295kB,23,1686369203.199998
44b46bdded1c,algorand-sandbox-postgres,0.04%,20.14MiB,/,7.668GiB,0.26%,57.6kB,/,19.3kB,0B,/,217kB,9,1686369203.199998
f131167c3e64,algorand-sandbox-indexer,0.00%,45.6MiB,/,7.668GiB,0.58%,42.3kB,/,61.1kB,0B,/,81.9kB,10,1686369205.21445
79c12d1fee8d,algorand-sandbox-algod,104.57%,180.7MiB,/,7.668GiB,2.30%,932kB,/,1.44MB,0B,/,295kB,23,1686369205.21445
44b46bdded1c,algorand-sandbox-postgres,0.03%,20.14MiB,/,7.668GiB,0.26%,57.6kB,/,19.3kB,0B,/,217kB,9,1686369205.21445
f131167c3e64,algorand-sandbox-indexer,0.00%,46.62MiB,/,7.668GiB,0.59%,55.6kB,/,86.1kB,0B,/,81.9kB,10,1686369207.227359
79c12d1fee8d,algorand-sandbox-algod,107.84%,184.4MiB,/,7.668GiB,2.35%,1.16MB,/,1.8MB,0B,/,365kB,24,1686369207.227359
44b46bdded1c,algorand-sandbox-postgres,0.20%,20.2MiB,/,7.668GiB,0.26%,81.9kB,/,24.3kB,0B,/,217kB,9,1686369207.227359
f131167c3e64,algorand-sandbox-indexer,0.80%,47.77MiB,/,7.668GiB,0.61%,69kB,/,112kB,0B,/,147kB,10,1686369209.241746
79c12d1fee8d,algorand-sandbox-algod,108.94%,184.9MiB,/,7.668GiB,2.36%,1.37MB,/,2.13MB,0B,/,397kB,24,1686369209.241746
44b46bdded1c,algorand-sandbox-postgres,0.55%,20.26MiB,/,7.668GiB,0.26%,108kB,/,29.3kB,0B,/,217kB,9,1686369209.241746
f131167c3e64,algorand-sandbox-indexer,0.00%,47.76MiB,/,7.668GiB,0.61%,69kB,/,112kB,0B,/,147kB,10,1686369211.253403
79c12d1fee8d,algorand-sandbox-algod,85.74%,185.1MiB,/,7.668GiB,2.36%,1.56MB,/,2.44MB,0B,/,397kB,24,1686369211.253403
44b46bdded1c,algorand-sandbox-postgres,0.05%,20.25MiB,/,7.668GiB,0.26%,108kB,/,29.3kB,0B,/,217kB,9,1686369211.253403
f131167c3e64,algorand-sandbox-indexer,0.47%,48.87MiB,/,7.668GiB,0.62%,82.4kB,/,138kB,0B,/,147kB,10,1686369213.268631
79c12d1fee8d,algorand-sandbox-algod,71.41%,185.6MiB,/,7.668GiB,2.36%,1.69MB,/,2.64MB,0B,/,496kB,24,1686369213.268631
44b46bdded1c,algorand-sandbox-postgres,0.42%,20.27MiB,/,7.668GiB,0.26%,132kB,/,34.4kB,0B,/,217kB,9,1686369213.268631
f131167c3e64,algorand-sandbox-indexer,0.00%,48.87MiB,/,7.668GiB,0.62%,82.4kB,/,138kB,0B,/,147kB,10,1686369215.2791848
79c12d1fee8d,algorand-sandbox-algod,49.29%,185.7MiB,/,7.668GiB,2.36%,1.77MB,/,2.77MB,0B,/,496kB,24,1686369215.2791848
44b46bdded1c,algorand-sandbox-postgres,0.05%,20.27MiB,/,7.668GiB,0.26%,132kB,/,34.4kB,0B,/,217kB,9,1686369215.2791848
f131167c3e64,algorand-sandbox-indexer,0.78%,47.03MiB,/,7.668GiB,0.60%,18.4kB,/,17.5kB,0B,/,0B,10,1686369222.489495
79c12d1fee8d,algorand-sandbox-algod,38.37%,73.75MiB,/,7.668GiB,0.94%,3.27kB,/,8.23kB,0B,/,164kB,24,1686369222.489495
44b46bdded1c,algorand-sandbox-postgres,0.15%,18.51MiB,/,7.668GiB,0.24%,2.84kB,/,2.63kB,0B,/,57.3kB,8,1686369222.489495
f131167c3e64,algorand-sandbox-indexer,0.00%,47.03MiB,/,7.668GiB,0.60%,18.4kB,/,17.5kB,0B,/,0B,10,1686369224.496989
79c12d1fee8d,algorand-sandbox-algod,84.09%,174.4MiB,/,7.668GiB,2.22%,92.4kB,/,135kB,0B,/,164kB,24,1686369224.496989
44b46bdded1c,algorand-sandbox-postgres,0.05%,20.13MiB,/,7.668GiB,0.26%,15.3kB,/,8.81kB,0B,/,242kB,9,1686369224.496989
f131167c3e64,algorand-sandbox-indexer,0.46%,47.27MiB,/,7.668GiB,0.60%,27.3kB,/,31.7kB,0B,/,0B,10,1686369226.509311
79c12d1fee8d,algorand-sandbox-algod,114.55%,175.6MiB,/,7.668GiB,2.24%,302kB,/,456kB,0B,/,164kB,24,1686369226.509311
44b46bdded1c,algorand-sandbox-postgres,0.35%,20.13MiB,/,7.668GiB,0.26%,28.8kB,/,13.9kB,0B,/,242kB,9,1686369226.509311
f131167c3e64,algorand-sandbox-indexer,0.00%,47.27MiB,/,7.668GiB,0.60%,27.3kB,/,31.7kB,0B,/,0B,10,1686369228.522678
79c12d1fee8d,algorand-sandbox-algod,107.22%,176.7MiB,/,7.668GiB,2.25%,512kB,/,780kB,0B,/,164kB,24,1686369228.522678
44b46bdded1c,algorand-sandbox-postgres,0.05%,20.14MiB,/,7.668GiB,0.26%,28.8kB,/,13.9kB,0B,/,242kB,9,1686369228.522678
f131167c3e64,algorand-sandbox-indexer,0.00%,48.73MiB,/,7.668GiB,0.62%,42kB,/,60.1kB,0B,/,20.5kB,10,1686369230.538188
79c12d1fee8d,algorand-sandbox-algod,99.77%,177.9MiB,/,7.668GiB,2.27%,727kB,/,1.12MB,0B,/,184kB,25,1686369230.538188
44b46bdded1c,algorand-sandbox-postgres,0.03%,20.27MiB,/,7.668GiB,0.26%,56.6kB,/,18.9kB,0B,/,242kB,9,1686369230.538188
f131167c3e64,algorand-sandbox-indexer,0.00%,48.73MiB,/,7.668GiB,0.62%,42kB,/,60.1kB,0B,/,20.5kB,10,1686369232.545486
79c12d1fee8d,algorand-sandbox-algod,105.70%,177.9MiB,/,7.668GiB,2.27%,937kB,/,1.45MB,0B,/,184kB,25,1686369232.545486
44b46bdded1c,algorand-sandbox-postgres,0.03%,20.27MiB,/,7.668GiB,0.26%,56.7kB,/,18.9kB,0B,/,242kB,9,1686369232.545486
f131167c3e64,algorand-sandbox-indexer,0.00%,49.83MiB,/,7.668GiB,0.63%,55kB,/,85kB,0B,/,41kB,10,1686369234.5593112
79c12d1fee8d,algorand-sandbox-algod,103.92%,182.7MiB,/,7.668GiB,2.33%,1.15MB,/,1.78MB,0B,/,205kB,25,1686369234.5593112
44b46bdded1c,algorand-sandbox-postgres,0.15%,20.32MiB,/,7.668GiB,0.26%,80.9kB,/,24kB,0B,/,242kB,9,1686369234.5593112
f131167c3e64,algorand-sandbox-indexer,0.59%,51.14MiB,/,7.668GiB,0.65%,68.4kB,/,111kB,0B,/,61.4kB,10,1686369236.5674691
79c12d1fee8d,algorand-sandbox-algod,115.29%,183.5MiB,/,7.668GiB,2.34%,1.36MB,/,2.12MB,0B,/,258kB,25,1686369236.5674691
44b46bdded1c,algorand-sandbox-postgres,0.45%,20.35MiB,/,7.668GiB,0.26%,106kB,/,29kB,0B,/,242kB,9,1686369236.5674691
f131167c3e64,algorand-sandbox-indexer,0.00%,51.14MiB,/,7.668GiB,0.65%,68.4kB,/,111kB,0B,/,61.4kB,10,1686369238.584756
79c12d1fee8d,algorand-sandbox-algod,90.14%,183.6MiB,/,7.668GiB,2.34%,1.54MB,/,2.4MB,0B,/,258kB,25,1686369238.584756
44b46bdded1c,algorand-sandbox-postgres,0.04%,20.35MiB,/,7.668GiB,0.26%,106kB,/,29kB,0B,/,242kB,9,1686369238.584756
f131167c3e64,algorand-sandbox-indexer,0.00%,52.44MiB,/,7.668GiB,0.67%,81.6kB,/,135kB,0B,/,81.9kB,10,1686369240.5939798
79c12d1fee8d,algorand-sandbox-algod,55.70%,184.2MiB,/,7.668GiB,2.35%,1.65MB,/,2.59MB,0B,/,336kB,25,1686369240.5939798
44b46bdded1c,algorand-sandbox-postgres,0.05%,20.38MiB,/,7.668GiB,0.26%,130kB,/,34.1kB,0B,/,242kB,9,1686369240.5939798
f131167c3e64,algorand-sandbox-indexer,0.00%,52.44MiB,/,7.668GiB,0.67%,81.6kB,/,135kB,0B,/,81.9kB,10,1686369242.608531
79c12d1fee8d,algorand-sandbox-algod,53.63%,184.2MiB,/,7.668GiB,2.35%,1.73MB,/,2.72MB,0B,/,336kB,25,1686369242.608531
44b46bdded1c,algorand-sandbox-postgres,0.04%,20.38MiB,/,7.668GiB,0.26%,130kB,/,34.1kB,0B,/,242kB,9,1686369242.608531
f131167c3e64,algorand-sandbox-indexer,0.00%,41.09MiB,/,7.668GiB,0.52%,8.69kB,/,4.48kB,0B,/,0B,11,1686369272.3248792
79c12d1fee8d,algorand-sandbox-algod,13.48%,67.53MiB,/,7.668GiB,0.86%,2.64kB,/,4.52kB,0B,/,164kB,19,1686369272.3248792
44b46bdded1c,algorand-sandbox-postgres,0.13%,18.2MiB,/,7.668GiB,0.23%,2.88kB,/,2.63kB,0B,/,28.7kB,8,1686369272.3248792
f131167c3e64,algorand-sandbox-indexer,0.00%,41.67MiB,/,7.668GiB,0.53%,18.5kB,/,17kB,0B,/,0B,11,1686369274.338646
79c12d1fee8d,algorand-sandbox-algod,15.41%,77.46MiB,/,7.668GiB,0.99%,5.34kB,/,10.5kB,0B,/,213kB,23,1686369274.338646
44b46bdded1c,algorand-sandbox-postgres,0.15%,19.85MiB,/,7.668GiB,0.25%,14.8kB,/,8.75kB,0B,/,217kB,9,1686369274.338646
f131167c3e64,algorand-sandbox-indexer,0.35%,41.9MiB,/,7.668GiB,0.53%,27.7kB,/,30kB,0B,/,0B,11,1686369276.351995
79c12d1fee8d,algorand-sandbox-algod,117.52%,180MiB,/,7.668GiB,2.29%,199kB,/,299kB,0B,/,213kB,23,1686369276.351995
44b46bdded1c,algorand-sandbox-postgres,0.37%,19.86MiB,/,7.668GiB,0.25%,27.2kB,/,14.2kB,0B,/,217kB,9,1686369276.351995
f131167c3e64,algorand-sandbox-indexer,0.00%,41.89MiB,/,7.668GiB,0.53%,27.7kB,/,30kB,0B,/,0B,11,1686369278.363111
79c12d1fee8d,algorand-sandbox-algod,110.47%,182.2MiB,/,7.668GiB,2.32%,398kB,/,604kB,0B,/,213kB,23,1686369278.363111
44b46bdded1c,algorand-sandbox-postgres,0.05%,19.85MiB,/,7.668GiB,0.25%,27.2kB,/,14.2kB,0B,/,217kB,9,1686369278.363111
f131167c3e64,algorand-sandbox-indexer,0.87%,42.77MiB,/,7.668GiB,0.54%,42.2kB,/,58.5kB,0B,/,0B,11,1686369280.377375
79c12d1fee8d,algorand-sandbox-algod,115.66%,182.7MiB,/,7.668GiB,2.33%,605kB,/,937kB,0B,/,254kB,24,1686369280.377375
44b46bdded1c,algorand-sandbox-postgres,0.63%,20.12MiB,/,7.668GiB,0.26%,55kB,/,19.6kB,0B,/,217kB,9,1686369280.377375
f131167c3e64,algorand-sandbox-indexer,0.00%,42.77MiB,/,7.668GiB,0.54%,42.2kB,/,58.5kB,0B,/,0B,11,1686369282.397352
79c12d1fee8d,algorand-sandbox-algod,65.75%,183.7MiB,/,7.668GiB,2.34%,721kB,/,1.11MB,0B,/,254kB,24,1686369282.397352
44b46bdded1c,algorand-sandbox-postgres,0.04%,20.12MiB,/,7.668GiB,0.26%,55.1kB,/,19.6kB,0B,/,217kB,9,1686369282.397352
f131167c3e64,algorand-sandbox-indexer,0.00%,43.63MiB,/,7.668GiB,0.56%,55.2kB,/,81.6kB,0B,/,0B,11,1686369284.41368
79c12d1fee8d,algorand-sandbox-algod,42.71%,184.8MiB,/,7.668GiB,2.35%,804kB,/,1.25MB,0B,/,287kB,24,1686369284.41368
44b46bdded1c,algorand-sandbox-postgres,0.18%,20.18MiB,/,7.668GiB,0.26%,77.5kB,/,24.6kB,0B,/,217kB,9,1686369284.41368
f131167c3e64,algorand-sandbox-indexer,0.00%,43.63MiB,/,7.668GiB,0.56%,55.2kB,/,81.6kB,0B,/,0B,11,1686369286.4269161
79c12d1fee8d,algorand-sandbox-algod,53.12%,188.8MiB,/,7.668GiB,2.40%,884kB,/,1.37MB,0B,/,287kB,24,1686369286.4269161
44b46bdded1c,algorand-sandbox-postgres,0.06%,20.18MiB,/,7.668GiB,0.26%,77.5kB,/,24.6kB,0B,/,217kB,9,1686369286.4269161
f131167c3e64,algorand-sandbox-indexer,0.00%,44.38MiB,/,7.668GiB,0.57%,67.2kB,/,105kB,0B,/,0B,11,1686369288.446333
79c12d1fee8d,algorand-sandbox-algod,51.56%,189.2MiB,/,7.668GiB,2.41%,961kB,/,1.5MB,0B,/,381kB,24,1686369288.446333
44b46bdded1c,algorand-sandbox-postgres,0.06%,20.19MiB,/,7.668GiB,0.26%,99.9kB,/,29.7kB,0B,/,217kB,9,1686369288.446333
f131167c3e64,algorand-sandbox-indexer,0.66%,45.08MiB,/,7.668GiB,0.57%,78.5kB,/,124kB,0B,/,0B,11,1686369290.4520488
79c12d1fee8d,algorand-sandbox-algod,57.89%,190MiB,/,7.668GiB,2.42%,1.04MB,/,1.62MB,0B,/,430kB,24,1686369290.4520488
44b46bdded1c,algorand-sandbox-postgres,0.54%,20.2MiB,/,7.668GiB,0.26%,118kB,/,34.7kB,0B,/,217kB,9,1686369290.4520488
f131167c3e64,algorand-sandbox-indexer,0.00%,45.08MiB,/,7.668GiB,0.57%,78.5kB,/,124kB,0B,/,0B,11,1686369292.469892
79c12d1fee8d,algorand-sandbox-algod,46.54%,190MiB,/,7.668GiB,2.42%,1.11MB,/,1.72MB,0B,/,430kB,24,1686369292.469892
44b46bdded1c,algorand-sandbox-postgres,0.07%,20.2MiB,/,7.668GiB,0.26%,118kB,/,34.7kB,0B,/,217kB,9,1686369292.469892
f131167c3e64,algorand-sandbox-indexer,0.00%,45.97MiB,/,7.668GiB,0.59%,89.7kB,/,145kB,0B,/,0B,11,1686369294.484457
79c12d1fee8d,algorand-sandbox-algod,39.43%,190.3MiB,/,7.668GiB,2.42%,1.18MB,/,1.85MB,0B,/,541kB,24,1686369294.484457
44b46bdded1c,algorand-sandbox-postgres,0.05%,20.25MiB,/,7.668GiB,0.26%,139kB,/,39.7kB,0B,/,217kB,9,1686369294.484457
f131167c3e64,algorand-sandbox-indexer,0.00%,45.97MiB,/,7.668GiB,0.59%,89.7kB,/,145kB,0B,/,0B,11,1686369296.5002081
79c12d1fee8d,algorand-sandbox-algod,60.66%,190.4MiB,/,7.668GiB,2.42%,1.26MB,/,1.97MB,0B,/,541kB,24,1686369296.5002081
44b46bdded1c,algorand-sandbox-postgres,0.05%,20.25MiB,/,7.668GiB,0.26%,139kB,/,39.7kB,0B,/,217kB,9,1686369296.5002081
f131167c3e64,algorand-sandbox-indexer,0.00%,46.63MiB,/,7.668GiB,0.59%,101kB,/,165kB,0B,/,0B,11,1686369298.513303
79c12d1fee8d,algorand-sandbox-algod,44.57%,191MiB,/,7.668GiB,2.43%,1.33MB,/,2.09MB,0B,/,590kB,24,1686369298.513303
44b46bdded1c,algorand-sandbox-postgres,0.03%,20.25MiB,/,7.668GiB,0.26%,158kB,/,44.8kB,0B,/,217kB,9,1686369298.513303
f131167c3e64,algorand-sandbox-indexer,0.66%,47.3MiB,/,7.668GiB,0.60%,112kB,/,183kB,0B,/,16.4kB,11,1686369300.5337532
79c12d1fee8d,algorand-sandbox-algod,51.55%,191.3MiB,/,7.668GiB,2.44%,1.39MB,/,2.19MB,0B,/,725kB,24,1686369300.5337532
