Container_ID,Name,CPU_percentage,Mem_usage,/,Mem_Limit,Mem_percentage,Net_I,/,Net_O,Block_I,/,Block_O,PIDS,Time_stamp
09d5f86d7d32,algorand-sandbox-algod,91.54%,170MiB,/,7.668GiB,2.17%,337kB,/,529kB,123kB,/,655kB,23,1686372669.046546
e268a083e97c,algorand-sandbox-indexer,0.00%,45.17MiB,/,7.668GiB,0.58%,46.2kB,/,32.2kB,0B,/,0B,11,1686372671.060406
d5d193b4f700,algorand-sandbox-postgres,0.05%,19.98MiB,/,7.668GiB,0.25%,29kB,/,14kB,0B,/,217kB,9,1686372671.060406
09d5f86d7d32,algorand-sandbox-algod,78.31%,174.3MiB,/,7.668GiB,2.22%,700kB,/,1.09MB,123kB,/,655kB,23,1686372671.060406
e268a083e97c,algorand-sandbox-indexer,0.77%,46.92MiB,/,7.668GiB,0.60%,67.4kB,/,63.8kB,0B,/,0B,11,1686372673.0747788
d5d193b4f700,algorand-sandbox-postgres,0.52%,20.24MiB,/,7.668GiB,0.26%,59.8kB,/,19.1kB,0B,/,217kB,9,1686372673.0747788
09d5f86d7d32,algorand-sandbox-algod,96.08%,175.1MiB,/,7.668GiB,2.23%,1.07MB,/,1.69MB,123kB,/,655kB,23,1686372673.0747788
e268a083e97c,algorand-sandbox-indexer,0.00%,46.92MiB,/,7.668GiB,0.60%,67.4kB,/,63.8kB,0B,/,0B,11,1686372675.089955
d5d193b4f700,algorand-sandbox-postgres,0.03%,20.24MiB,/,7.668GiB,0.26%,59.9kB,/,19.1kB,0B,/,217kB,9,1686372675.089955
09d5f86d7d32,algorand-sandbox-algod,76.13%,181.3MiB,/,7.668GiB,2.31%,1.42MB,/,2.22MB,123kB,/,655kB,23,1686372675.089955
e268a083e97c,algorand-sandbox-indexer,0.00%,48.39MiB,/,7.668GiB,0.62%,87.8kB,/,91.5kB,0B,/,0B,11,1686372677.102928
d5d193b4f700,algorand-sandbox-postgres,0.19%,20.32MiB,/,7.668GiB,0.26%,86.9kB,/,24.1kB,0B,/,217kB,9,1686372677.102928
09d5f86d7d32,algorand-sandbox-algod,77.33%,182.1MiB,/,7.668GiB,2.32%,1.76MB,/,2.76MB,201kB,/,655kB,24,1686372677.102928
e268a083e97c,algorand-sandbox-indexer,0.00%,48.39MiB,/,7.668GiB,0.62%,87.8kB,/,91.5kB,0B,/,0B,11,1686372679.113919
d5d193b4f700,algorand-sandbox-postgres,0.05%,20.32MiB,/,7.668GiB,0.26%,86.9kB,/,24.1kB,0B,/,217kB,9,1686372679.113919
09d5f86d7d32,algorand-sandbox-algod,53.61%,182.2MiB,/,7.668GiB,2.32%,1.98MB,/,3.11MB,201kB,/,655kB,24,1686372679.113919
e268a083e97c,algorand-sandbox-indexer,0.00%,49.73MiB,/,7.668GiB,0.63%,108kB,/,121kB,0B,/,69.6kB,11,1686372681.128382
d5d193b4f700,algorand-sandbox-postgres,0.05%,20.34MiB,/,7.668GiB,0.26%,116kB,/,29.1kB,0B,/,217kB,9,1686372681.128382
09d5f86d7d32,algorand-sandbox-algod,32.40%,182.4MiB,/,7.668GiB,2.32%,2.11MB,/,3.35MB,201kB,/,717kB,24,1686372681.128382
e268a083e97c,algorand-sandbox-indexer,0.75%,50.51MiB,/,7.668GiB,0.64%,126kB,/,144kB,0B,/,69.6kB,11,1686372683.151597
d5d193b4f700,algorand-sandbox-postgres,0.61%,20.36MiB,/,7.668GiB,0.26%,137kB,/,34.2kB,0B,/,233kB,9,1686372683.151597
09d5f86d7d32,algorand-sandbox-algod,42.07%,182.6MiB,/,7.668GiB,2.33%,2.21MB,/,3.51MB,201kB,/,795kB,24,1686372683.151597
e268a083e97c,algorand-sandbox-indexer,0.00%,45.13MiB,/,7.668GiB,0.57%,15.7kB,/,4.64kB,0B,/,0B,10,1686372688.378289
d5d193b4f700,algorand-sandbox-postgres,0.12%,18.21MiB,/,7.668GiB,0.23%,2.84kB,/,2.56kB,0B,/,32.8kB,8,1686372688.378289
09d5f86d7d32,algorand-sandbox-algod,12.61%,121.9MiB,/,7.668GiB,1.55%,2.8kB,/,11.8kB,8.19kB,/,655kB,20,1686372688.378289
e268a083e97c,algorand-sandbox-indexer,0.00%,45.59MiB,/,7.668GiB,0.58%,31.1kB,/,19.2kB,0B,/,0B,10,1686372690.392431
d5d193b4f700,algorand-sandbox-postgres,0.15%,19.93MiB,/,7.668GiB,0.25%,16.7kB,/,8.75kB,0B,/,32.8kB,9,1686372690.392431
09d5f86d7d32,algorand-sandbox-algod,13.05%,136.4MiB,/,7.668GiB,1.74%,6.06kB,/,23.3kB,8.19kB,/,721kB,25,1686372690.392431
e268a083e97c,algorand-sandbox-indexer,0.00%,45.59MiB,/,7.668GiB,0.58%,31.2kB,/,19.2kB,0B,/,0B,10,1686372692.403597
d5d193b4f700,algorand-sandbox-postgres,0.04%,19.92MiB,/,7.668GiB,0.25%,16.8kB,/,8.75kB,0B,/,213kB,9,1686372692.403597
09d5f86d7d32,algorand-sandbox-algod,80.05%,172MiB,/,7.668GiB,2.19%,299kB,/,461kB,8.19kB,/,721kB,25,1686372692.403597
e268a083e97c,algorand-sandbox-indexer,0.00%,45.82MiB,/,7.668GiB,0.58%,46.3kB,/,31.2kB,0B,/,0B,10,1686372694.4193878
d5d193b4f700,algorand-sandbox-postgres,0.05%,19.92MiB,/,7.668GiB,0.25%,28.1kB,/,14.2kB,0B,/,213kB,9,1686372694.4193878
09d5f86d7d32,algorand-sandbox-algod,84.27%,182.9MiB,/,7.668GiB,2.33%,615kB,/,958kB,8.19kB,/,721kB,25,1686372694.4193878
e268a083e97c,algorand-sandbox-indexer,0.80%,47.57MiB,/,7.668GiB,0.61%,67.9kB,/,63.8kB,0B,/,0B,10,1686372696.4298189
d5d193b4f700,algorand-sandbox-postgres,0.53%,20.18MiB,/,7.668GiB,0.26%,60.1kB,/,19.6kB,0B,/,213kB,9,1686372696.4298189
09d5f86d7d32,algorand-sandbox-algod,94.85%,183.4MiB,/,7.668GiB,2.34%,934kB,/,1.48MB,8.19kB,/,799kB,25,1686372696.4298189
e268a083e97c,algorand-sandbox-indexer,0.00%,47.57MiB,/,7.668GiB,0.61%,67.9kB,/,63.8kB,0B,/,0B,10,1686372698.4429
d5d193b4f700,algorand-sandbox-postgres,0.03%,20.18MiB,/,7.668GiB,0.26%,60.1kB,/,19.6kB,0B,/,213kB,9,1686372698.4429
09d5f86d7d32,algorand-sandbox-algod,82.75%,183.5MiB,/,7.668GiB,2.34%,1.24MB,/,1.94MB,8.19kB,/,799kB,25,1686372698.4429
e268a083e97c,algorand-sandbox-indexer,0.00%,48.79MiB,/,7.668GiB,0.62%,87.3kB,/,91kB,0B,/,28.7kB,10,1686372700.456842
d5d193b4f700,algorand-sandbox-postgres,0.15%,20.25MiB,/,7.668GiB,0.26%,86.7kB,/,24.6kB,0B,/,213kB,9,1686372700.456842
09d5f86d7d32,algorand-sandbox-algod,78.19%,186.4MiB,/,7.668GiB,2.37%,1.54MB,/,2.43MB,8.19kB,/,827kB,25,1686372700.456842
e268a083e97c,algorand-sandbox-indexer,0.00%,48.79MiB,/,7.668GiB,0.62%,87.4kB,/,91kB,0B,/,28.7kB,10,1686372702.466091
d5d193b4f700,algorand-sandbox-postgres,0.08%,20.25MiB,/,7.668GiB,0.26%,86.7kB,/,24.6kB,0B,/,213kB,9,1686372702.466091
09d5f86d7d32,algorand-sandbox-algod,67.00%,186.6MiB,/,7.668GiB,2.38%,1.81MB,/,2.84MB,8.19kB,/,827kB,25,1686372702.466091
e268a083e97c,algorand-sandbox-indexer,0.00%,50.14MiB,/,7.668GiB,0.64%,107kB,/,120kB,0B,/,53.2kB,10,1686372704.479872
d5d193b4f700,algorand-sandbox-postgres,0.06%,20.27MiB,/,7.668GiB,0.26%,115kB,/,29.7kB,0B,/,213kB,9,1686372704.479872
09d5f86d7d32,algorand-sandbox-algod,39.32%,186.8MiB,/,7.668GiB,2.38%,1.95MB,/,3.08MB,8.19kB,/,987kB,25,1686372704.479872
e268a083e97c,algorand-sandbox-indexer,0.60%,51.3MiB,/,7.668GiB,0.65%,125kB,/,144kB,0B,/,77.8kB,10,1686372706.4989781
d5d193b4f700,algorand-sandbox-postgres,0.43%,20.3MiB,/,7.668GiB,0.26%,138kB,/,34.7kB,0B,/,213kB,9,1686372706.4989781
09d5f86d7d32,algorand-sandbox-algod,57.58%,192.3MiB,/,7.668GiB,2.45%,2.07MB,/,3.3MB,8.19kB,/,1.09MB,25,1686372706.4989781
e268a083e97c,algorand-sandbox-indexer,0.00%,47.9MiB,/,7.668GiB,0.61%,15.7kB,/,4.57kB,0B,/,0B,12,1686372711.8867142
d5d193b4f700,algorand-sandbox-postgres,0.15%,18.34MiB,/,7.668GiB,0.23%,2.84kB,/,2.37kB,0B,/,28.7kB,8,1686372711.8867142
09d5f86d7d32,algorand-sandbox-algod,16.19%,112.1MiB,/,7.668GiB,1.43%,2.73kB,/,11.8kB,0B,/,655kB,20,1686372711.8867142
e268a083e97c,algorand-sandbox-indexer,0.00%,48.14MiB,/,7.668GiB,0.61%,31kB,/,17.4kB,0B,/,0B,12,1686372713.8986938
d5d193b4f700,algorand-sandbox-postgres,0.21%,20.01MiB,/,7.668GiB,0.25%,14.9kB,/,8.55kB,0B,/,217kB,9,1686372713.8986938
09d5f86d7d32,algorand-sandbox-algod,15.47%,124.6MiB,/,7.668GiB,1.59%,5.37kB,/,22.4kB,0B,/,655kB,25,1686372713.8986938
e268a083e97c,algorand-sandbox-indexer,0.00%,48.14MiB,/,7.668GiB,0.61%,31kB,/,17.4kB,0B,/,0B,12,1686372715.914826
d5d193b4f700,algorand-sandbox-postgres,0.04%,20MiB,/,7.668GiB,0.25%,15kB,/,8.55kB,0B,/,217kB,9,1686372715.914826
09d5f86d7d32,algorand-sandbox-algod,93.26%,180.5MiB,/,7.668GiB,2.30%,276kB,/,427kB,0B,/,655kB,25,1686372715.914826
e268a083e97c,algorand-sandbox-indexer,0.00%,48.2MiB,/,7.668GiB,0.61%,46.1kB,/,31.6kB,0B,/,0B,12,1686372717.928712
d5d193b4f700,algorand-sandbox-postgres,0.04%,20MiB,/,7.668GiB,0.25%,28.5kB,/,14kB,0B,/,217kB,9,1686372717.928712
09d5f86d7d32,algorand-sandbox-algod,89.55%,183.3MiB,/,7.668GiB,2.33%,572kB,/,891kB,0B,/,655kB,25,1686372717.928712
e268a083e97c,algorand-sandbox-indexer,0.81%,48.83MiB,/,7.668GiB,0.62%,66.5kB,/,60.6kB,0B,/,0B,12,1686372719.9460669
d5d193b4f700,algorand-sandbox-postgres,0.57%,20.23MiB,/,7.668GiB,0.26%,56.8kB,/,19.1kB,0B,/,217kB,9,1686372719.9460669
09d5f86d7d32,algorand-sandbox-algod,105.91%,185.6MiB,/,7.668GiB,2.36%,873kB,/,1.38MB,0B,/,655kB,25,1686372719.9460669
e268a083e97c,algorand-sandbox-indexer,0.00%,48.83MiB,/,7.668GiB,0.62%,66.5kB,/,60.6kB,0B,/,0B,12,1686372721.955434
d5d193b4f700,algorand-sandbox-postgres,0.02%,20.23MiB,/,7.668GiB,0.26%,56.8kB,/,19.1kB,0B,/,217kB,9,1686372721.955434
09d5f86d7d32,algorand-sandbox-algod,91.52%,186.3MiB,/,7.668GiB,2.37%,1.15MB,/,1.81MB,0B,/,655kB,25,1686372721.955434
e268a083e97c,algorand-sandbox-indexer,0.00%,50.11MiB,/,7.668GiB,0.64%,86.5kB,/,88.4kB,0B,/,0B,12,1686372723.965701
d5d193b4f700,algorand-sandbox-postgres,0.15%,20.32MiB,/,7.668GiB,0.26%,84kB,/,24.2kB,0B,/,217kB,9,1686372723.965701
09d5f86d7d32,algorand-sandbox-algod,93.72%,189.1MiB,/,7.668GiB,2.41%,1.44MB,/,2.27MB,0B,/,655kB,26,1686372723.965701
e268a083e97c,algorand-sandbox-indexer,0.00%,50.11MiB,/,7.668GiB,0.64%,86.5kB,/,88.4kB,0B,/,0B,12,1686372725.978266
d5d193b4f700,algorand-sandbox-postgres,0.04%,20.32MiB,/,7.668GiB,0.26%,84kB,/,24.2kB,0B,/,217kB,9,1686372725.978266
09d5f86d7d32,algorand-sandbox-algod,90.93%,191.1MiB,/,7.668GiB,2.43%,1.71MB,/,2.69MB,0B,/,655kB,26,1686372725.978266
e268a083e97c,algorand-sandbox-indexer,0.00%,51.61MiB,/,7.668GiB,0.66%,106kB,/,115kB,0B,/,77.8kB,12,1686372727.9897978
d5d193b4f700,algorand-sandbox-postgres,0.04%,20.35MiB,/,7.668GiB,0.26%,110kB,/,29.2kB,0B,/,217kB,9,1686372727.9897978
09d5f86d7d32,algorand-sandbox-algod,49.03%,192.6MiB,/,7.668GiB,2.45%,1.87MB,/,2.95MB,0B,/,713kB,26,1686372727.9897978
e268a083e97c,algorand-sandbox-indexer,0.51%,52.61MiB,/,7.668GiB,0.67%,126kB,/,141kB,0B,/,77.8kB,12,1686372730.01546
d5d193b4f700,algorand-sandbox-postgres,0.45%,20.39MiB,/,7.668GiB,0.26%,135kB,/,34.2kB,0B,/,217kB,9,1686372730.01546
09d5f86d7d32,algorand-sandbox-algod,56.57%,192.9MiB,/,7.668GiB,2.46%,1.99MB,/,3.17MB,0B,/,795kB,26,1686372730.01546
e268a083e97c,algorand-sandbox-indexer,0.88%,47.48MiB,/,7.668GiB,0.60%,31.2kB,/,18.1kB,0B,/,0B,11,1686372736.173265
d5d193b4f700,algorand-sandbox-postgres,1.13%,20.2MiB,/,7.668GiB,0.26%,15.7kB,/,8.75kB,0B,/,57.3kB,9,1686372736.173265
09d5f86d7d32,algorand-sandbox-algod,31.23%,116.7MiB,/,7.668GiB,1.49%,3.47kB,/,20.9kB,0B,/,655kB,22,1686372736.173265
e268a083e97c,algorand-sandbox-indexer,0.00%,47.48MiB,/,7.668GiB,0.60%,31.2kB,/,18.1kB,0B,/,0B,11,1686372738.193944
d5d193b4f700,algorand-sandbox-postgres,0.06%,20.32MiB,/,7.668GiB,0.26%,15.7kB,/,8.75kB,0B,/,242kB,9,1686372738.193944
09d5f86d7d32,algorand-sandbox-algod,59.36%,166.8MiB,/,7.668GiB,2.12%,76.7kB,/,124kB,0B,/,655kB,22,1686372738.193944
e268a083e97c,algorand-sandbox-indexer,0.42%,47.5MiB,/,7.668GiB,0.61%,45.3kB,/,32.3kB,0B,/,0B,11,1686372740.207468
d5d193b4f700,algorand-sandbox-postgres,0.36%,20.2MiB,/,7.668GiB,0.26%,29.2kB,/,13.7kB,0B,/,242kB,9,1686372740.207468
09d5f86d7d32,algorand-sandbox-algod,106.76%,178.3MiB,/,7.668GiB,2.27%,337kB,/,528kB,0B,/,655kB,24,1686372740.207468
e268a083e97c,algorand-sandbox-indexer,0.00%,47.5MiB,/,7.668GiB,0.61%,45.3kB,/,32.3kB,0B,/,0B,11,1686372742.2217221
d5d193b4f700,algorand-sandbox-postgres,0.04%,20.2MiB,/,7.668GiB,0.26%,29.2kB,/,13.7kB,0B,/,242kB,9,1686372742.2217221
09d5f86d7d32,algorand-sandbox-algod,95.51%,179.7MiB,/,7.668GiB,2.29%,608kB,/,947kB,0B,/,655kB,24,1686372742.2217221
e268a083e97c,algorand-sandbox-indexer,0.00%,48.6MiB,/,7.668GiB,0.62%,66.1kB,/,61.4kB,0B,/,0B,11,1686372744.242597
d5d193b4f700,algorand-sandbox-postgres,0.02%,20.34MiB,/,7.668GiB,0.26%,57.6kB,/,18.7kB,0B,/,242kB,9,1686372744.242597
09d5f86d7d32,algorand-sandbox-algod,92.47%,181.1MiB,/,7.668GiB,2.31%,872kB,/,1.37MB,0B,/,655kB,25,1686372744.242597
e268a083e97c,algorand-sandbox-indexer,0.00%,48.6MiB,/,7.668GiB,0.62%,66.2kB,/,61.4kB,0B,/,0B,11,1686372746.252212
d5d193b4f700,algorand-sandbox-postgres,0.03%,20.34MiB,/,7.668GiB,0.26%,57.7kB,/,18.7kB,0B,/,242kB,9,1686372746.252212
09d5f86d7d32,algorand-sandbox-algod,97.27%,185.1MiB,/,7.668GiB,2.36%,1.13MB,/,1.77MB,0B,/,655kB,25,1686372746.252212
e268a083e97c,algorand-sandbox-indexer,0.00%,49.66MiB,/,7.668GiB,0.63%,85.5kB,/,87.3kB,0B,/,24.6kB,11,1686372748.2665422
d5d193b4f700,algorand-sandbox-postgres,0.14%,20.41MiB,/,7.668GiB,0.26%,82.9kB,/,23.8kB,0B,/,242kB,9,1686372748.2665422
09d5f86d7d32,algorand-sandbox-algod,94.16%,191MiB,/,7.668GiB,2.43%,1.38MB,/,2.18MB,0B,/,680kB,25,1686372748.2665422
e268a083e97c,algorand-sandbox-indexer,0.87%,51.03MiB,/,7.668GiB,0.65%,105kB,/,115kB,0B,/,53.2kB,11,1686372750.2801762
d5d193b4f700,algorand-sandbox-postgres,0.54%,20.43MiB,/,7.668GiB,0.26%,110kB,/,28.8kB,0B,/,242kB,9,1686372750.2801762
09d5f86d7d32,algorand-sandbox-algod,108.77%,191.6MiB,/,7.668GiB,2.44%,1.64MB,/,2.59MB,8.19kB,/,766kB,25,1686372750.2801762
e268a083e97c,algorand-sandbox-indexer,0.00%,51.03MiB,/,7.668GiB,0.65%,105kB,/,115kB,0B,/,53.2kB,11,1686372752.291488
d5d193b4f700,algorand-sandbox-postgres,0.05%,20.43MiB,/,7.668GiB,0.26%,110kB,/,28.8kB,0B,/,242kB,9,1686372752.291488
09d5f86d7d32,algorand-sandbox-algod,58.43%,190.9MiB,/,7.668GiB,2.43%,1.78MB,/,2.82MB,8.19kB,/,766kB,25,1686372752.291488
e268a083e97c,algorand-sandbox-indexer,0.00%,52.03MiB,/,7.668GiB,0.66%,124kB,/,141kB,0B,/,77.8kB,11,1686372754.309804
d5d193b4f700,algorand-sandbox-postgres,0.11%,20.45MiB,/,7.668GiB,0.26%,135kB,/,33.9kB,0B,/,242kB,9,1686372754.309804
09d5f86d7d32,algorand-sandbox-algod,32.31%,191.6MiB,/,7.668GiB,2.44%,1.87MB,/,2.98MB,8.19kB,/,872kB,25,1686372754.309804
e268a083e97c,algorand-sandbox-indexer,0.00%,52.03MiB,/,7.668GiB,0.66%,124kB,/,141kB,0B,/,77.8kB,11,1686372756.324565
d5d193b4f700,algorand-sandbox-postgres,0.09%,20.46MiB,/,7.668GiB,0.26%,135kB,/,33.9kB,0B,/,242kB,9,1686372756.324565
09d5f86d7d32,algorand-sandbox-algod,31.21%,191.6MiB,/,7.668GiB,2.44%,1.91MB,/,3.04MB,8.19kB,/,872kB,25,1686372756.324565
e268a083e97c,algorand-sandbox-indexer,0.63%,49.78MiB,/,7.668GiB,0.63%,31.7kB,/,17.3kB,0B,/,0B,10,1686372763.076652
d5d193b4f700,algorand-sandbox-postgres,1.17%,19.97MiB,/,7.668GiB,0.25%,14.8kB,/,8.75kB,0B,/,28.7kB,9,1686372763.076652
09d5f86d7d32,algorand-sandbox-algod,16.29%,125.4MiB,/,7.668GiB,1.60%,2.73kB,/,11.8kB,0B,/,655kB,19,1686372763.076652
e268a083e97c,algorand-sandbox-indexer,0.00%,49.78MiB,/,7.668GiB,0.63%,31.8kB,/,17.3kB,0B,/,0B,10,1686372765.092095
d5d193b4f700,algorand-sandbox-postgres,0.04%,19.96MiB,/,7.668GiB,0.25%,14.9kB,/,8.75kB,0B,/,217kB,9,1686372765.092095
09d5f86d7d32,algorand-sandbox-algod,78.57%,176.2MiB,/,7.668GiB,2.24%,105kB,/,167kB,0B,/,655kB,23,1686372765.092095
e268a083e97c,algorand-sandbox-indexer,0.26%,49.95MiB,/,7.668GiB,0.64%,45.9kB,/,31.6kB,0B,/,0B,10,1686372767.1024761
d5d193b4f700,algorand-sandbox-postgres,0.28%,19.96MiB,/,7.668GiB,0.25%,28.4kB,/,13.8kB,0B,/,217kB,9,1686372767.1024761
09d5f86d7d32,algorand-sandbox-algod,96.35%,182.7MiB,/,7.668GiB,2.33%,342kB,/,536kB,0B,/,655kB,23,1686372767.1024761
e268a083e97c,algorand-sandbox-indexer,0.00%,49.95MiB,/,7.668GiB,0.64%,45.9kB,/,31.6kB,0B,/,0B,10,1686372769.115763
d5d193b4f700,algorand-sandbox-postgres,0.04%,19.96MiB,/,7.668GiB,0.25%,28.4kB,/,13.8kB,0B,/,217kB,9,1686372769.115763
09d5f86d7d32,algorand-sandbox-algod,97.85%,185.6MiB,/,7.668GiB,2.36%,582kB,/,905kB,0B,/,655kB,23,1686372769.115763
e268a083e97c,algorand-sandbox-indexer,0.00%,51.57MiB,/,7.668GiB,0.66%,65.5kB,/,58.9kB,0B,/,81.9kB,10,1686372771.131983
d5d193b4f700,algorand-sandbox-postgres,0.03%,20.21MiB,/,7.668GiB,0.26%,55kB,/,18.8kB,0B,/,217kB,9,1686372771.131983
09d5f86d7d32,algorand-sandbox-algod,97.14%,186.8MiB,/,7.668GiB,2.38%,822kB,/,1.3MB,0B,/,655kB,23,1686372771.131983
e268a083e97c,algorand-sandbox-indexer,5.59%,52.88MiB,/,7.668GiB,0.67%,84.5kB,/,84.3kB,0B,/,81.9kB,10,1686372773.146604
d5d193b4f700,algorand-sandbox-postgres,0.37%,20.26MiB,/,7.668GiB,0.26%,79.7kB,/,23.9kB,0B,/,217kB,9,1686372773.146604
09d5f86d7d32,algorand-sandbox-algod,114.49%,188.7MiB,/,7.668GiB,2.40%,1.06MB,/,1.67MB,0B,/,655kB,24,1686372773.146604
e268a083e97c,algorand-sandbox-indexer,0.00%,52.87MiB,/,7.668GiB,0.67%,84.5kB,/,84.3kB,0B,/,81.9kB,10,1686372775.1570182
d5d193b4f700,algorand-sandbox-postgres,0.04%,20.29MiB,/,7.668GiB,0.26%,79.8kB,/,23.9kB,0B,/,217kB,9,1686372775.1570182
09d5f86d7d32,algorand-sandbox-algod,97.62%,189.8MiB,/,7.668GiB,2.42%,1.29MB,/,2.03MB,0B,/,655kB,24,1686372775.1570182
e268a083e97c,algorand-sandbox-indexer,0.66%,53.49MiB,/,7.668GiB,0.68%,104kB,/,110kB,0B,/,152kB,10,1686372777.1691918
d5d193b4f700,algorand-sandbox-postgres,0.44%,20.33MiB,/,7.668GiB,0.26%,105kB,/,28.9kB,0B,/,217kB,9,1686372777.1691918
09d5f86d7d32,algorand-sandbox-algod,112.23%,194.5MiB,/,7.668GiB,2.48%,1.54MB,/,2.43MB,0B,/,713kB,24,1686372777.1691918
e268a083e97c,algorand-sandbox-indexer,0.00%,53.49MiB,/,7.668GiB,0.68%,104kB,/,110kB,0B,/,152kB,10,1686372779.180712
d5d193b4f700,algorand-sandbox-postgres,0.06%,20.34MiB,/,7.668GiB,0.26%,105kB,/,28.9kB,0B,/,217kB,9,1686372779.180712
09d5f86d7d32,algorand-sandbox-algod,67.62%,194.5MiB,/,7.668GiB,2.48%,1.7MB,/,2.68MB,0B,/,713kB,24,1686372779.180712
e268a083e97c,algorand-sandbox-indexer,0.00%,56.23MiB,/,7.668GiB,0.72%,123kB,/,137kB,0B,/,152kB,10,1686372781.1953
d5d193b4f700,algorand-sandbox-postgres,0.07%,20.35MiB,/,7.668GiB,0.26%,131kB,/,34kB,0B,/,217kB,9,1686372781.1953
09d5f86d7d32,algorand-sandbox-algod,40.78%,195MiB,/,7.668GiB,2.48%,1.8MB,/,2.86MB,0B,/,795kB,24,1686372781.1953
e268a083e97c,algorand-sandbox-indexer,0.00%,56.23MiB,/,7.668GiB,0.72%,123kB,/,137kB,0B,/,152kB,10,1686372783.206872
d5d193b4f700,algorand-sandbox-postgres,0.07%,20.35MiB,/,7.668GiB,0.26%,131kB,/,34kB,0B,/,217kB,9,1686372783.206872
09d5f86d7d32,algorand-sandbox-algod,41.93%,194.8MiB,/,7.668GiB,2.48%,1.86MB,/,2.97MB,0B,/,795kB,24,1686372783.206872
e268a083e97c,algorand-sandbox-indexer,0.84%,45.76MiB,/,7.668GiB,0.58%,31.2kB,/,17.9kB,0B,/,0B,11,1686372789.994184
d5d193b4f700,algorand-sandbox-postgres,1.20%,19.93MiB,/,7.668GiB,0.25%,15.4kB,/,8.81kB,0B,/,28.7kB,9,1686372789.994184
09d5f86d7d32,algorand-sandbox-algod,12.25%,107.1MiB,/,7.668GiB,1.36%,2.73kB,/,11.8kB,0B,/,655kB,19,1686372789.994184
e268a083e97c,algorand-sandbox-indexer,0.00%,45.76MiB,/,7.668GiB,0.58%,31.2kB,/,17.9kB,0B,/,0B,11,1686372791.995727
d5d193b4f700,algorand-sandbox-postgres,0.04%,19.92MiB,/,7.668GiB,0.25%,15.4kB,/,8.81kB,0B,/,217kB,9,1686372791.995727
09d5f86d7d32,algorand-sandbox-algod,81.82%,171.9MiB,/,7.668GiB,2.19%,98.4kB,/,157kB,0B,/,655kB,22,1686372791.995727
e268a083e97c,algorand-sandbox-indexer,0.63%,46.03MiB,/,7.668GiB,0.59%,45.8kB,/,30.6kB,0B,/,0B,11,1686372794.0092218
d5d193b4f700,algorand-sandbox-postgres,0.58%,19.92MiB,/,7.668GiB,0.25%,27.5kB,/,14.2kB,0B,/,217kB,9,1686372794.0092218
09d5f86d7d32,algorand-sandbox-algod,113.95%,179.9MiB,/,7.668GiB,2.29%,313kB,/,491kB,0B,/,655kB,23,1686372794.0092218
e268a083e97c,algorand-sandbox-indexer,0.00%,46.03MiB,/,7.668GiB,0.59%,45.8kB,/,30.6kB,0B,/,0B,11,1686372796.022223
d5d193b4f700,algorand-sandbox-postgres,0.04%,19.92MiB,/,7.668GiB,0.25%,27.5kB,/,14.2kB,0B,/,217kB,9,1686372796.022223
09d5f86d7d32,algorand-sandbox-algod,98.80%,182.5MiB,/,7.668GiB,2.32%,535kB,/,833kB,0B,/,655kB,23,1686372796.022223
e268a083e97c,algorand-sandbox-indexer,0.00%,47.27MiB,/,7.668GiB,0.60%,66.1kB,/,58.9kB,0B,/,24.6kB,11,1686372798.033192
d5d193b4f700,algorand-sandbox-postgres,0.03%,20.18MiB,/,7.668GiB,0.26%,55.1kB,/,19.5kB,0B,/,217kB,9,1686372798.033192
09d5f86d7d32,algorand-sandbox-algod,101.62%,191.4MiB,/,7.668GiB,2.44%,760kB,/,1.2MB,0B,/,680kB,24,1686372798.033192
e268a083e97c,algorand-sandbox-indexer,0.00%,47.27MiB,/,7.668GiB,0.60%,66.1kB,/,58.9kB,0B,/,24.6kB,11,1686372800.046984
d5d193b4f700,algorand-sandbox-postgres,0.03%,20.18MiB,/,7.668GiB,0.26%,55.1kB,/,19.5kB,0B,/,217kB,9,1686372800.046984
09d5f86d7d32,algorand-sandbox-algod,103.60%,191.6MiB,/,7.668GiB,2.44%,966kB,/,1.51MB,0B,/,680kB,24,1686372800.046984
e268a083e97c,algorand-sandbox-indexer,0.00%,48.37MiB,/,7.668GiB,0.62%,84.6kB,/,83.2kB,0B,/,49.2kB,11,1686372802.06107
d5d193b4f700,algorand-sandbox-postgres,0.04%,20.24MiB,/,7.668GiB,0.26%,78.9kB,/,24.5kB,0B,/,217kB,9,1686372802.06107
09d5f86d7d32,algorand-sandbox-algod,102.79%,192.3MiB,/,7.668GiB,2.45%,1.18MB,/,1.86MB,0B,/,705kB,24,1686372802.06107
e268a083e97c,algorand-sandbox-indexer,0.91%,49.67MiB,/,7.668GiB,0.63%,104kB,/,109kB,0B,/,73.7kB,11,1686372804.0782049
d5d193b4f700,algorand-sandbox-postgres,0.66%,20.28MiB,/,7.668GiB,0.26%,104kB,/,29.5kB,0B,/,217kB,9,1686372804.0782049
09d5f86d7d32,algorand-sandbox-algod,120.65%,193.5MiB,/,7.668GiB,2.46%,1.39MB,/,2.2MB,0B,/,729kB,24,1686372804.0782049
e268a083e97c,algorand-sandbox-indexer,0.00%,49.67MiB,/,7.668GiB,0.63%,104kB,/,109kB,0B,/,73.7kB,11,1686372806.09275
